EntityType,ActionType,Source,Syscall,EnVerb,Sentence
FILE,CREATE_OPEN,man,link(),create,link() creates a new link (also known as a hard link) to an existing file.
FILE,CREATE_OPEN,man,linkat(),create ,create a file link relative to directory file descriptors
FILE,CREATE_OPEN,man,symlinkat(),create ,create a symbolic link relative to a directory file descriptor
FILE,CREATE_OPEN,man,symlink(),make,make a new name for a file
FILE,CREATE_OPEN,man,symlink(),create ,symlink() creates a symbolic link named newpath which contains the string oldpath.
FILE,UPDATE,man,write(),write,write to a file descriptor
FILE,UPDATE,man,rename(),change,change the name or location of a file
FILE,UPDATE,man,rename(),rename,"rename() renames a file, moving it between directories if required."
FILE,UPDATE,man,fchmod(),change,change permissions of a file
FILE,UPDATE,man,chmod(),change,change permissions of a file
FILE,UPDATE,man,lchmod(),change,change permissions of a file
FILE,DELETE,man,rmdir(),remove,delete a directory
FILE,DELETE,man,munmap(),ummap,unmap files or devices into memory
FILE,DELETE,man,unlink(),delete,delete a name and possibly the file it refers to
FILE,DELETE,man,unlinkat(),remove,remove a directory entry relative to a directory file descriptor
FILE,DELETE,man,remove(),remove,remove a file or directory
FILE,CLOSE,man,close(),close,close a file descriptor
FILE,CLOSE,man,close(),free,the resources associated with the open file description are freed
FILE,OTHER,man,lseek(),reposition,reposition read/write file offset
PROC,PROC_EXE,man,execve(),execute,execute program
PROC,PROC_EXE,man,clone(),create,create a child process
PROC,PROC_EXE,man,fork(),create,create a child process
PROC,PROC_EXE,man,vfork(),create,create a child process and block parent
PROC,PROC_KILL,man,kill(),send,send signal to a process
PROC,PROC_KILL,man,exit_group(),exit,exit all threads in a process
PROC,PROC_TRACE,man,ptrace(),trace,process trace
PROC,PROC_TRACE,man,ptrace(),observe,"The ptrace() system call provides a means by which one process (the ""tracer"") may observe and control the execution of another process"
PROC,PROC_TRACE,man,ptrace(),control,"The ptrace() system call provides a means by which one process (the ""tracer"") may observe and control the execution of another process"
PROC,PROC_TRACE,man,ptrace(),examine,examine and change the tracee's memory and registers.
PROC,PROC_TRACE,man,ptrace(),change,examine and change the tracee's memory and registers.
PROC,PROC_MEM,man,shmdt(),attach,shmat() attaches the shared memory segment identified by shmid to the address space of the calling process.
PROC,PROC_MEM,man,shmat(),attach,shmat() attaches the shared memory segment identified by shmid to the address space of the calling process.
PROC,PROC_MEM,man,shmget(),allocate,allocates a shared memory segment
PROC,PROC_WAIT,man,waitpid(),wait,wait for process to change state
PROC,PROC_WAIT,man,wait4(),wait,"wait for process to change state, BSD style"
PROC,PROC_OTHER,man,mremap(),remap,remap a virtual memory address
PROC,PROC_OTHER,man,mprotect(),set,set protection on a region of memory
PROC,PROC_OTHER,man,set_tid_address(),set,set pointer to thread ID
PROC,PROC_OTHER,man,arch_prctl(),set,set architecture-specific thread state
PROC,PROC_OTHER,man,set_thread_area(),set,set a thread local storage (TLS) area
PROC,PROC_OTHER,man,nanosleep(),suspend,nanosleep() suspends the execution
PROC,PROC_OTHER,man,set_robust_list(),set,set list of robust futexes
PROC,PROC_OTHER,man,futex(),wait,"The futex() system call provides a method for a program to wait for a value at a given address to change, and a method to wake up anyone waiting on a particular address"
PROC,PROC_OTHER,man,futex(),wake,"The futex() system call provides a method for a program to wait for a value at a given address to change, and a method to wake up anyone waiting on a particular address"
PROC,PROC_OTHER,man,brk(),change,change data segment size
DEVICE,DEVICE,man,ioctl(),control,control device
DEVICE,DEVICE,man,ioctl(),manipulate,The ioctl() function manipulates the underlying device parameters of special files.
INFO,INFO_SET,man,setsid(),set,creates a session and sets the process group ID
INFO,INFO_SET,man,settimeofday(),set,get / set time
INFO,INFO_GET,man,getppid(),get,get process identification
INFO,INFO_GET,man,getpid(),get,get process identification
INFO,INFO_GET,man,getgid(),get,get group identity
INFO,INFO_GET,man,getegid(),get,get group identity
INFO,INFO_GET,man,geteuid(),get,get user identity
INFO,INFO_GET,man,getuid(),get,get user identity
INFO,INFO_GET,man,prlimit64(),get,get/set resource limits
INFO,INFO_GET,man,getrlimit(),get,get/set resource limits
INFO,INFO_GET,man,ugetrlimit(),get,get/set resource limits
INFO,INFO_GET,man,gettimeofday(),get,get / set time
INFO,INFO_GET,man,sysinfo(),return,returns information on overall system statistics
INFO,INFO_GET,man,sysinfo(),get,sysinfo() provides a simple way of getting overall system statistics.
INFO,INFO_GET,man,uname(),get,get name and information about current kernel
INFO,INFO_GET,man,time(),get,get time in seconds
NET,NET_CONNECT,man,connect(),initiate,initiate a connection on a socket
NET,NET_CONNECT,man,connect(),connect,The connect() system call connects the socket referred to by the file descripton
NET,NET_CONNECT,man,pipe(),create,create pipe
NET,NET_CONNECT,man,bind(),bind,bind a name to a socket
NET,NET_CONNECT,man,bind(),assign,bind() assigns the address specified by addr to the socket
NET,NET_CONNECT,man,socket(),create,create an endpoint for communication
NET,NET_TRANSMIT,man,recv(),receive,receive a message from a socket
NET,NET_TRANSMIT,man,recvmsg(),receive,receive a message from a socket
NET,NET_TRANSMIT,man,recvfrom(),receive,receive a message from a socket
NET,NET_TRANSMIT,man,send(),send,send a message on a socket
NET,NET_TRANSMIT,man,sendto(),send,send a message on a socket
NET,NET_TRANSMIT,man,sendmsg(),send,send a message on a socket
NET,NET_OPTION,man,setsockopt(),set,get and set options on sockets
NET,NET_OPTION,man,setsockopt(),manipulate,getsockopt() and setsockopt() manipulate options for the socket
NET,NET_OPTION,man,getsockopt(),get,get and set options on sockets
NET,NET_OPTION,man,getsockopt(),manipulate,getsockopt() and setsockopt() manipulate options for the socket
NET,NET_OPTION,man,getsockname(),get,get socket name
